5127,ABARTH,500,Abarth,M5,1368,Petrol,8.5,5.4,6.5,33.2,52.3,43.5,155,1104,5,74.0,222.0,,35.1,36.8,,26 February 2009
5128,ALFA ROMEO,MiTo,1.4 16v Junior (78CV),M6,1368,Petrol,7.7,4.8,5.9,36.7,58.9,47.9,138,1002,5,72.0,254.0,,30.0,30.0,,03 February 2010
5129,ALFA ROMEO,MiTo,1.4 16v,M6,1368,Petrol,7.7,4.8,5.9,36.7,58.9,47.9,138,1002,5,72.5,400.0,,47.0,34.0,,25 February 2009
5130,ALFA ROMEO,MiTo,1.4 TB MultiAir 135,M5,1368,Petrol,7.4,4.5,5.6,38.2,62.8,50.4,129,952,5,71.5,519.0,,52.0,32.0,,03 February 2010
5131,ALFA ROMEO,MiTo,1.4 16v TB 155,M6,1368,Petrol,8.5,5.3,6.5,33.2,53.3,43.5,153,1104,5,74.0,266.0,,22.0,27.0,,25 February 2009
5132,ALFA ROMEO,MiTo,1.4 TB MultiAir 170,M6,1368,Petrol,8.1,4.8,6.0,34.9,58.9,47.1,139,1019,5,73.5,254.0,,20.0,24.0,,03 February 2010
5133,ALFA ROMEO,MiTo,1.3 JTDm 95,M5,1248,Diesel,5.5,3.6,4.3,51.4,78.5,65.7,112,830,5,73.5,366.0,218.0,,177.0,2.0,03 February 2010
5134,ALFA ROMEO,MiTo,1.6 JTDm 120,M6,1598,Diesel,5.9,4.1,4.8,47.9,68.9,58.9,126,926,5,73.0,297.0,188.0,,151.0,1.0,06 January 2009
5135,ALFA ROMEO,159,1750 TBi (200),M6,1742,Petrol,11.8,6.0,8.1,23.9,47.1,34.9,189,1376,5,73.0,392.0,,47.0,32.0,,16 February 2010
5136,ALFA ROMEO,159,2.0 JTDm 16v (170),M6,1956,Diesel,7.1,4.4,5.4,39.8,64.2,52.3,142,1043,5,73.5,88.0,183.0,,165.0,2.6,29 June 2009
5137,ALFA ROMEO,159 Sportwagon,1750 TBi (200),M6,1742,Petrol,12.0,6.2,8.3,23.5,45.6,34.0,194,1412,5,73.0,392.0,,47.0,32.0,,16 February 2010
5138,ALFA ROMEO,159 Sportwagon,2.0 JTDm 16v (170),M6,1956,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,1061,5,73.5,88.0,183.0,,165.0,2.6,29 June 2009
5139,ALFA ROMEO,Brera,1750 TBi,M6,1742,Petrol,11.8,6.0,8.1,23.9,47.1,34.9,189,1376,5,73.0,601.0,,60.0,40.0,,16 February 2010
5140,ALFA ROMEO,Brera,2.0 JTDm,M6,1956,Diesel,7.1,4.4,5.4,39.8,64.2,52.3,142,1043,5,73.0,189.0,180.0,,155.0,2.0,16 February 2010
5141,ALFA ROMEO,Spider,1750 TBi,M6,1742,Petrol,11.9,6.1,8.2,23.7,46.3,34.4,192,1396,5,73.0,601.0,,60.0,40.0,,16 February 2010
5142,ALFA ROMEO,Spider,2.0 JTDm,M6,1956,Diesel,7.1,4.4,5.4,39.8,64.2,52.3,142,1043,5,73.0,189.0,180.0,,155.0,2.0,16 February 2010
5143,AUDI,A3,1.4 TFSI 125ps,M6,1390,Petrol,8.0,4.8,6.0,35.3,58.9,47.1,139,1019,5,73.0,357.2,,37.9,34.1,,19 March 2009
5144,AUDI,A3,1.4 TFSI 125ps 7speed DSG,D7,1390,Petrol,7.4,4.7,5.7,38.2,60.1,49.6,133,968,5,70.0,588.2,,52.2,45.9,,19 March 2009
5145,AUDI,A3,1.8 TFSI 160ps,M6,1781,Petrol,9.1,5.3,6.7,31.0,53.3,42.2,155,1138,5,74.0,302.5,,43.4,33.9,,19 March 2009
5146,AUDI,A3,1.8 TFSI 160ps 7speed DSG,D7,1781,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,153,1122,5,73.0,291.3,,33.6,25.6,,19 March 2009
5147,AUDI,A3,2.0 TFSI 200ps,M6,1984,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,166,1225,5,71.0,235.5,,37.7,29.9,,19 March 2009
5148,AUDI,A3,2.0 TFSI 200ps DSG,D6,1984,Petrol,9.8,5.7,7.2,28.2,49.6,39.2,166,1225,5,71.0,235.5,,37.7,29.9,,19 March 2009
